filename,item_type,label
100_i110.png,100,plastic
100_i120.png,100,plastic
100_i130.png,100,plastic
100_i140.png,100,plastic
100_i150.png,100,plastic
100_i160.png,100,plastic
100_i170.png,100,plastic
100_i180.png,100,plastic
100_i190.png,100,plastic
100_i210.png,100,plastic
100_i230.png,100,plastic
100_i250.png,100,plastic
103_i110.png,103,plastic
103_i120.png,103,plastic
103_i130.png,103,plastic
103_i140.png,103,plastic
103_i150.png,103,plastic
103_i160.png,103,plastic
103_i170.png,103,plastic
103_i180.png,103,plastic
103_i190.png,103,plastic
103_i210.png,103,plastic
103_i230.png,103,plastic
103_i250.png,103,plastic
105_i110.png,105,plastic
105_i120.png,105,plastic
105_i130.png,105,plastic
105_i140.png,105,plastic
105_i150.png,105,plastic
105_i160.png,105,plastic
105_i170.png,105,plastic
105_i180.png,105,plastic
105_i190.png,105,plastic
105_i210.png,105,plastic
105_i230.png,105,plastic
105_i250.png,105,plastic
107_i110.png,107,"wood,paper"
107_i120.png,107,"wood,paper"
107_i130.png,107,"wood,paper"
107_i140.png,107,"wood,paper"
107_i150.png,107,"wood,paper"
107_i160.png,107,"wood,paper"
107_i170.png,107,"wood,paper"
107_i180.png,107,"wood,paper"
107_i190.png,107,"wood,paper"
107_i210.png,107,"wood,paper"
107_i230.png,107,"wood,paper"
107_i250.png,107,"wood,paper"
108_i110.png,108,"wood,paper"
108_i120.png,108,"wood,paper"
108_i130.png,108,"wood,paper"
108_i140.png,108,"wood,paper"
108_i150.png,108,"wood,paper"
108_i160.png,108,"wood,paper"
108_i170.png,108,"wood,paper"
108_i180.png,108,"wood,paper"
108_i190.png,108,"wood,paper"
108_i210.png,108,"wood,paper"
108_i230.png,108,"wood,paper"
108_i250.png,108,"wood,paper"
109_i110.png,109,plastic
109_i120.png,109,plastic
109_i130.png,109,plastic
109_i140.png,109,plastic
109_i150.png,109,plastic
109_i160.png,109,plastic
109_i170.png,109,plastic
109_i180.png,109,plastic
109_i190.png,109,plastic
109_i210.png,109,plastic
109_i230.png,109,plastic
109_i250.png,109,plastic
11_i110.png,11,metal
11_i120.png,11,metal
11_i130.png,11,metal
11_i140.png,11,metal
11_i150.png,11,metal
11_i160.png,11,metal
11_i170.png,11,metal
11_i180.png,11,metal
11_i190.png,11,metal
11_i210.png,11,metal
11_i230.png,11,metal
11_i250.png,11,metal
110_i110.png,110,"wood,paper"
110_i120.png,110,"wood,paper"
110_i130.png,110,"wood,paper"
110_i140.png,110,"wood,paper"
110_i150.png,110,"wood,paper"
110_i160.png,110,"wood,paper"
110_i170.png,110,"wood,paper"
110_i180.png,110,"wood,paper"
110_i190.png,110,"wood,paper"
110_i210.png,110,"wood,paper"
110_i230.png,110,"wood,paper"
110_i250.png,110,"wood,paper"
111_i110.png,111,plastic
111_i120.png,111,plastic
111_i130.png,111,plastic
111_i140.png,111,plastic
111_i150.png,111,plastic
111_i160.png,111,plastic
111_i170.png,111,plastic
111_i180.png,111,plastic
111_i190.png,111,plastic
111_i210.png,111,plastic
